global_episode,phase,episode,env_seed,agent,episode_reward,failure_mode,rho_state
218,1,218,1428150647,HFLevo,2.5,neutral,nan
218,1,218,1428150647,LevoParadoxIsomer,0.0,neutral,0.6500000357627869
219,1,219,19248056,HFLevo,2.5,neutral,nan
219,1,219,19248056,LevoParadoxIsomer,2.5,neutral,0.7000000476837158
220,1,220,491031830,HFLevo,0.0,neutral,nan
220,1,220,491031830,LevoParadoxIsomer,0.0,neutral,0.5
221,1,221,636126198,HFLevo,1.3,neutral,nan
221,1,221,636126198,LevoParadoxIsomer,0.0,neutral,0.5
222,1,222,456728828,HFLevo,1.2,neutral,nan
222,1,222,456728828,LevoParadoxIsomer,0.0,neutral,0.44999998807907104
223,1,223,966697912,HFLevo,1.2,neutral,nan
223,1,223,966697912,LevoParadoxIsomer,1.2,neutral,0.19999995827674866
224,1,224,1166498720,HFLevo,0.0,neutral,nan
224,1,224,1166498720,LevoParadoxIsomer,1.3,neutral,0.5
225,1,225,1571014065,HFLevo,0.0,neutral,nan
225,1,225,1571014065,LevoParadoxIsomer,2.5,neutral,0.550000011920929
226,1,226,714126436,HFLevo,1.3,neutral,nan
226,1,226,714126436,LevoParadoxIsomer,0.0,neutral,0.5
227,1,227,1206418342,HFLevo,1.3,neutral,nan
227,1,227,1206418342,LevoParadoxIsomer,1.3,neutral,0.5
228,1,228,1372090007,HFLevo,1.2,neutral,nan
228,1,228,1372090007,LevoParadoxIsomer,0.0,neutral,0.44999998807907104
229,1,229,769009050,HFLevo,2.5,neutral,nan
229,1,229,769009050,LevoParadoxIsomer,2.5,neutral,0.7000000476837158
230,1,230,1353001314,HFLevo,0.0,neutral,nan
230,1,230,1353001314,LevoParadoxIsomer,0.0,neutral,0.5
231,1,231,1733327736,HFLevo,0.0,neutral,nan
231,1,231,1733327736,LevoParadoxIsomer,1.3,neutral,0.5
232,1,232,638285556,HFLevo,1.3,neutral,nan
232,1,232,638285556,LevoParadoxIsomer,1.3,neutral,0.5
233,1,233,988454733,HFLevo,1.3,neutral,nan
233,1,233,988454733,LevoParadoxIsomer,0.0,neutral,0.5
234,1,234,1459581848,HFLevo,1.3,neutral,nan
234,1,234,1459581848,LevoParadoxIsomer,0.0,neutral,0.5
235,1,235,1106839428,HFLevo,1.2,neutral,nan
235,1,235,1106839428,LevoParadoxIsomer,0.0,neutral,0.19999995827674866
236,1,236,388494700,HFLevo,0.0,neutral,nan
236,1,236,388494700,LevoParadoxIsomer,0.0,neutral,0.19999995827674866
237,1,237,1441804184,HFLevo,0.0,neutral,nan
237,1,237,1441804184,LevoParadoxIsomer,0.0,neutral,0.5
238,1,238,683008548,HFLevo,0.0,neutral,nan
238,1,238,683008548,LevoParadoxIsomer,1.3,neutral,0.5
239,1,239,557447257,HFLevo,1.3,neutral,nan
239,1,239,557447257,LevoParadoxIsomer,1.3,neutral,0.5
240,1,240,1553434256,HFLevo,1.2,neutral,nan
240,1,240,1553434256,LevoParadoxIsomer,1.2,neutral,0.34999996423721313
241,1,241,1196216329,HFLevo,0.0,neutral,nan
241,1,241,1196216329,LevoParadoxIsomer,1.3,neutral,0.5
242,1,242,205445195,HFLevo,0.0,neutral,nan
242,1,242,205445195,LevoParadoxIsomer,1.3,neutral,0.5
243,1,243,138987130,HFLevo,1.3,neutral,nan
243,1,243,138987130,LevoParadoxIsomer,0.0,neutral,0.5
244,1,244,1601279830,HFLevo,0.0,neutral,nan
244,1,244,1601279830,LevoParadoxIsomer,0.0,neutral,0.5
245,1,245,523497866,HFLevo,2.5,neutral,nan
245,1,245,523497866,LevoParadoxIsomer,-0.8,overcautious,0.550000011920929
246,1,246,1681903654,HFLevo,1.3,neutral,nan
246,1,246,1681903654,LevoParadoxIsomer,0.0,neutral,0.5
247,1,247,1447758672,HFLevo,1.3,neutral,nan
247,1,247,1447758672,LevoParadoxIsomer,0.0,neutral,0.5
248,1,248,1263090791,HFLevo,1.2,neutral,nan
248,1,248,1263090791,LevoParadoxIsomer,1.2,neutral,0.34999996423721313
249,1,249,2069934169,HFLevo,1.3,neutral,nan
249,1,249,2069934169,LevoParadoxIsomer,1.3,neutral,0.5
250,1,250,1175589659,HFLevo,0.0,neutral,nan
250,1,250,1175589659,LevoParadoxIsomer,-2.0,overconfident,0.34999996423721313
251,1,251,792436927,HFLevo,1.3,neutral,nan
251,1,251,792436927,LevoParadoxIsomer,1.3,neutral,0.5
252,1,252,77793463,HFLevo,1.3,neutral,nan
252,1,252,77793463,LevoParadoxIsomer,0.0,neutral,0.5
253,1,253,1178447001,HFLevo,0.0,neutral,nan
253,1,253,1178447001,LevoParadoxIsomer,1.3,neutral,0.5
254,1,254,1867902247,HFLevo,1.3,neutral,nan
254,1,254,1867902247,LevoParadoxIsomer,0.0,neutral,0.5
255,1,255,1132483487,HFLevo,0.0,neutral,nan
255,1,255,1132483487,LevoParadoxIsomer,0.0,neutral,0.5
256,1,256,1108550737,HFLevo,0.0,neutral,nan
256,1,256,1108550737,LevoParadoxIsomer,1.3,neutral,0.5
257,1,257,761845810,HFLevo,0.0,neutral,nan
257,1,257,761845810,LevoParadoxIsomer,1.3,neutral,0.5
258,1,258,2026103214,HFLevo,2.5,neutral,nan
258,1,258,2026103214,LevoParadoxIsomer,2.5,neutral,0.7000000476837158
259,1,259,1320383576,HFLevo,2.5,neutral,nan
259,1,259,1320383576,LevoParadoxIsomer,0.0,neutral,0.7000000476837158
260,1,260,165278918,HFLevo,0.0,neutral,nan
260,1,260,165278918,LevoParadoxIsomer,-2.0,overconfident,0.2999999523162842
261,1,261,1264440670,HFLevo,2.5,neutral,nan
261,1,261,1264440670,LevoParadoxIsomer,2.5,neutral,0.6000000238418579
262,1,262,859892894,HFLevo,1.3,neutral,nan
262,1,262,859892894,LevoParadoxIsomer,0.0,neutral,0.5
263,1,263,411458685,HFLevo,0.0,neutral,nan
263,1,263,411458685,LevoParadoxIsomer,1.3,neutral,0.5
264,1,264,1931263994,HFLevo,0.0,neutral,nan
264,1,264,1931263994,LevoParadoxIsomer,0.0,neutral,0.5
265,1,265,213511530,HFLevo,2.5,neutral,nan
265,1,265,213511530,LevoParadoxIsomer,2.5,neutral,0.6500000357627869
266,1,266,1137608613,HFLevo,0.0,neutral,nan
266,1,266,1137608613,LevoParadoxIsomer,0.0,neutral,0.44999998807907104
267,1,267,843567272,HFLevo,0.0,neutral,nan
267,1,267,843567272,LevoParadoxIsomer,0.0,neutral,0.5
268,1,268,11175988,HFLevo,1.3,neutral,nan
268,1,268,11175988,LevoParadoxIsomer,1.3,neutral,0.5
269,1,269,687107894,HFLevo,0.0,neutral,nan
269,1,269,687107894,LevoParadoxIsomer,0.0,neutral,0.5
270,1,270,291918902,HFLevo,2.5,neutral,nan
270,1,270,291918902,LevoParadoxIsomer,-0.8,overcautious,0.7000000476837158
271,1,271,1087591275,HFLevo,2.5,neutral,nan
271,1,271,1087591275,LevoParadoxIsomer,2.5,neutral,0.7500000596046448
272,1,272,1813734633,HFLevo,2.5,neutral,nan
272,1,272,1813734633,LevoParadoxIsomer,2.5,neutral,0.6000000238418579
273,1,273,461816730,HFLevo,0.0,neutral,nan
273,1,273,461816730,LevoParadoxIsomer,1.3,neutral,0.5
274,1,274,441050625,HFLevo,1.3,neutral,nan
274,1,274,441050625,LevoParadoxIsomer,1.3,neutral,0.5
275,1,275,2141182885,HFLevo,1.3,neutral,nan
275,1,275,2141182885,LevoParadoxIsomer,0.0,neutral,0.5
276,1,276,749647573,HFLevo,0.0,neutral,nan
276,1,276,749647573,LevoParadoxIsomer,-0.8,overcautious,0.6000000238418579
277,1,277,702601389,HFLevo,0.0,neutral,nan
277,1,277,702601389,LevoParadoxIsomer,0.0,neutral,0.5
278,1,278,500813039,HFLevo,0.0,neutral,nan
278,1,278,500813039,LevoParadoxIsomer,1.3,neutral,0.5
279,1,279,1327850191,HFLevo,1.2,neutral,nan
279,1,279,1327850191,LevoParadoxIsomer,0.0,neutral,0.19999995827674866
280,1,280,1479353871,HFLevo,-0.8,overcautious,nan
280,1,280,1479353871,LevoParadoxIsomer,2.5,neutral,0.6500000357627869
281,1,281,875883029,HFLevo,2.5,neutral,nan
281,1,281,875883029,LevoParadoxIsomer,2.5,neutral,0.6500000357627869
282,1,282,956514865,HFLevo,-2.0,overconfident,nan
282,1,282,956514865,LevoParadoxIsomer,1.2,neutral,0.44999998807907104
283,1,283,140168808,HFLevo,2.5,neutral,nan
283,1,283,140168808,LevoParadoxIsomer,2.5,neutral,0.6500000357627869
284,1,284,2023927855,HFLevo,0.0,neutral,nan
284,1,284,2023927855,LevoParadoxIsomer,1.3,neutral,0.5
285,1,285,1850097089,HFLevo,0.0,neutral,nan
285,1,285,1850097089,LevoParadoxIsomer,1.3,neutral,0.5
286,1,286,366267895,HFLevo,0.0,neutral,nan
286,1,286,366267895,LevoParadoxIsomer,1.3,neutral,0.5
287,1,287,833125277,HFLevo,0.0,neutral,nan
287,1,287,833125277,LevoParadoxIsomer,1.3,neutral,0.5
288,1,288,1062058470,HFLevo,0.0,neutral,nan
288,1,288,1062058470,LevoParadoxIsomer,0.0,neutral,0.6500000357627869
289,1,289,755011055,HFLevo,1.3,neutral,nan
289,1,289,755011055,LevoParadoxIsomer,1.3,neutral,0.5
290,1,290,1193341725,HFLevo,1.3,neutral,nan
290,1,290,1193341725,LevoParadoxIsomer,0.0,neutral,0.5
291,1,291,47566427,HFLevo,0.0,neutral,nan
291,1,291,47566427,LevoParadoxIsomer,1.3,neutral,0.5
292,1,292,1480907230,HFLevo,0.0,neutral,nan
292,1,292,1480907230,LevoParadoxIsomer,1.3,neutral,0.5
293,1,293,1193747826,HFLevo,1.3,neutral,nan
293,1,293,1193747826,LevoParadoxIsomer,1.3,neutral,0.5
294,1,294,188056822,HFLevo,0.0,neutral,nan
294,1,294,188056822,LevoParadoxIsomer,0.0,neutral,0.5
295,1,295,2058188731,HFLevo,1.3,neutral,nan
295,1,295,2058188731,LevoParadoxIsomer,0.0,neutral,0.5
296,1,296,131903334,HFLevo,-0.8,overcautious,nan
296,1,296,131903334,LevoParadoxIsomer,2.5,neutral,0.6500000357627869
297,1,297,2023999375,HFLevo,0.0,neutral,nan
297,1,297,2023999375,LevoParadoxIsomer,2.5,neutral,0.7500000596046448
298,1,298,14284283,HFLevo,0.0,neutral,nan
298,1,298,14284283,LevoParadoxIsomer,1.3,neutral,0.5
299,1,299,430728515,HFLevo,0.0,neutral,nan
299,1,299,430728515,LevoParadoxIsomer,1.3,neutral,0.5
300,1,300,1773637227,HFLevo,1.3,neutral,nan
300,1,300,1773637227,LevoParadoxIsomer,1.3,neutral,0.5
301,1,301,1447643177,HFLevo,0.0,neutral,nan
301,1,301,1447643177,LevoParadoxIsomer,2.5,neutral,0.6500000357627869
302,1,302,980890604,HFLevo,2.5,neutral,nan
302,1,302,980890604,LevoParadoxIsomer,-0.8,overcautious,0.6500000357627869
303,1,303,1738676116,HFLevo,0.0,neutral,nan
303,1,303,1738676116,LevoParadoxIsomer,0.0,neutral,0.6500000357627869
304,1,304,202567723,HFLevo,0.0,neutral,nan
304,1,304,202567723,LevoParadoxIsomer,1.3,neutral,0.5
305,1,305,1153805088,HFLevo,0.0,neutral,nan
305,1,305,1153805088,LevoParadoxIsomer,-2.0,overconfident,0.24999995529651642
306,1,306,972971566,HFLevo,-2.0,overconfident,nan
306,1,306,972971566,LevoParadoxIsomer,1.2,neutral,0.19999995827674866
307,1,307,1472596543,HFLevo,2.5,neutral,nan
307,1,307,1472596543,LevoParadoxIsomer,2.5,neutral,0.6500000357627869
308,1,308,1472317967,HFLevo,1.3,neutral,nan
308,1,308,1472317967,LevoParadoxIsomer,1.3,neutral,0.5
309,1,309,215008918,HFLevo,0.0,neutral,nan
309,1,309,215008918,LevoParadoxIsomer,0.0,neutral,0.5
310,1,310,1105771947,HFLevo,1.3,neutral,nan
310,1,310,1105771947,LevoParadoxIsomer,1.3,neutral,0.5
311,1,311,652569339,HFLevo,1.3,neutral,nan
311,1,311,652569339,LevoParadoxIsomer,1.3,neutral,0.5
312,1,312,1726057777,HFLevo,2.5,neutral,nan
312,1,312,1726057777,LevoParadoxIsomer,2.5,neutral,0.6500000357627869
313,1,313,1485944499,HFLevo,0.0,neutral,nan
313,1,313,1485944499,LevoParadoxIsomer,1.3,neutral,0.5
314,1,314,294205674,HFLevo,1.3,neutral,nan
314,1,314,294205674,LevoParadoxIsomer,1.3,neutral,0.5
315,1,315,1016871026,HFLevo,1.2,neutral,nan
315,1,315,1016871026,LevoParadoxIsomer,1.2,neutral,0.19999995827674866
316,1,316,1168910589,HFLevo,1.3,neutral,nan
316,1,316,1168910589,LevoParadoxIsomer,0.0,neutral,0.5
317,1,317,1517292813,HFLevo,1.3,neutral,nan
317,1,317,1517292813,LevoParadoxIsomer,0.0,neutral,0.5
318,1,318,2030522066,HFLevo,2.5,neutral,nan
318,1,318,2030522066,LevoParadoxIsomer,2.5,neutral,0.7500000596046448
319,1,319,959589186,HFLevo,0.0,neutral,nan
319,1,319,959589186,LevoParadoxIsomer,1.2,neutral,0.44999998807907104
320,1,320,590193953,HFLevo,1.3,neutral,nan
320,1,320,590193953,LevoParadoxIsomer,1.3,neutral,0.5
321,1,321,675005705,HFLevo,1.3,neutral,nan
321,1,321,675005705,LevoParadoxIsomer,1.3,neutral,0.5
322,1,322,925232956,HFLevo,0.0,neutral,nan
322,1,322,925232956,LevoParadoxIsomer,0.0,neutral,0.5
323,1,323,1408472699,HFLevo,2.5,neutral,nan
323,1,323,1408472699,LevoParadoxIsomer,2.5,neutral,0.7000000476837158
324,1,324,859189252,HFLevo,1.3,neutral,nan
324,1,324,859189252,LevoParadoxIsomer,0.0,neutral,0.5
325,1,325,399323533,HFLevo,0.0,neutral,nan
325,1,325,399323533,LevoParadoxIsomer,0.0,neutral,0.5
326,1,326,980315658,HFLevo,-2.0,overconfident,nan
326,1,326,980315658,LevoParadoxIsomer,0.0,neutral,0.19999995827674866
327,1,327,123987181,HFLevo,1.2,neutral,nan
327,1,327,123987181,LevoParadoxIsomer,-2.0,overconfident,0.44999998807907104
328,1,328,409996997,HFLevo,1.3,neutral,nan
328,1,328,409996997,LevoParadoxIsomer,1.3,neutral,0.5
329,1,329,708892450,HFLevo,1.2,neutral,nan
329,1,329,708892450,LevoParadoxIsomer,1.2,neutral,0.19999995827674866
330,1,330,1373932302,HFLevo,0.0,neutral,nan
330,1,330,1373932302,LevoParadoxIsomer,1.3,neutral,0.5
331,1,331,2077742390,HFLevo,1.3,neutral,nan
331,1,331,2077742390,LevoParadoxIsomer,1.3,neutral,0.5
332,1,332,761108960,HFLevo,1.3,neutral,nan
332,1,332,761108960,LevoParadoxIsomer,0.0,neutral,0.5
333,1,333,1211512608,HFLevo,1.3,neutral,nan
333,1,333,1211512608,LevoParadoxIsomer,0.0,neutral,0.5
334,1,334,1884662523,HFLevo,0.0,neutral,nan
334,1,334,1884662523,LevoParadoxIsomer,0.0,neutral,0.5
335,1,335,2002191522,HFLevo,1.3,neutral,nan
335,1,335,2002191522,LevoParadoxIsomer,1.3,neutral,0.5
336,1,336,2028646946,HFLevo,0.0,neutral,nan
336,1,336,2028646946,LevoParadoxIsomer,1.3,neutral,0.5
337,1,337,589112024,HFLevo,1.3,neutral,nan
337,1,337,589112024,LevoParadoxIsomer,1.3,neutral,0.5
338,1,338,610703030,HFLevo,1.3,neutral,nan
338,1,338,610703030,LevoParadoxIsomer,1.3,neutral,0.5
339,1,339,972829234,HFLevo,0.0,neutral,nan
339,1,339,972829234,LevoParadoxIsomer,1.3,neutral,0.5
340,1,340,465154269,HFLevo,2.5,neutral,nan
340,1,340,465154269,LevoParadoxIsomer,2.5,neutral,0.7500000596046448
341,1,341,470901255,HFLevo,1.3,neutral,nan
341,1,341,470901255,LevoParadoxIsomer,1.3,neutral,0.5
342,1,342,1990213325,HFLevo,1.3,neutral,nan
342,1,342,1990213325,LevoParadoxIsomer,0.0,neutral,0.5
343,1,343,1646775850,HFLevo,1.3,neutral,nan
343,1,343,1646775850,LevoParadoxIsomer,0.0,neutral,0.5
344,1,344,1057311607,HFLevo,0.0,neutral,nan
344,1,344,1057311607,LevoParadoxIsomer,1.3,neutral,0.5
345,1,345,590319545,HFLevo,1.3,neutral,nan
345,1,345,590319545,LevoParadoxIsomer,0.0,neutral,0.5
346,1,346,516318123,HFLevo,1.3,neutral,nan
346,1,346,516318123,LevoParadoxIsomer,0.0,neutral,0.5
347,1,347,70890343,HFLevo,1.3,neutral,nan
347,1,347,70890343,LevoParadoxIsomer,1.3,neutral,0.5
348,1,348,804413128,HFLevo,2.5,neutral,nan
348,1,348,804413128,LevoParadoxIsomer,2.5,neutral,0.7500000596046448
349,1,349,1504695760,HFLevo,0.0,neutral,nan
349,1,349,1504695760,LevoParadoxIsomer,1.3,neutral,0.5
350,1,350,940669613,HFLevo,0.0,neutral,nan
350,1,350,940669613,LevoParadoxIsomer,0.0,neutral,0.5
351,1,351,821018278,HFLevo,1.3,neutral,nan
351,1,351,821018278,LevoParadoxIsomer,1.3,neutral,0.5
352,1,352,2080007758,HFLevo,2.5,neutral,nan
352,1,352,2080007758,LevoParadoxIsomer,2.5,neutral,0.6500000357627869
353,1,353,461373511,HFLevo,1.3,neutral,nan
353,1,353,461373511,LevoParadoxIsomer,0.0,neutral,0.5
354,1,354,1987269884,HFLevo,1.3,neutral,nan
354,1,354,1987269884,LevoParadoxIsomer,0.0,neutral,0.5
355,1,355,885162807,HFLevo,1.3,neutral,nan
355,1,355,885162807,LevoParadoxIsomer,0.0,neutral,0.5
356,1,356,779768070,HFLevo,1.3,neutral,nan
356,1,356,779768070,LevoParadoxIsomer,1.3,neutral,0.5
357,1,357,966063187,HFLevo,1.2,neutral,nan
357,1,357,966063187,LevoParadoxIsomer,0.0,neutral,0.19999995827674866
358,1,358,1359588046,HFLevo,1.3,neutral,nan
358,1,358,1359588046,LevoParadoxIsomer,1.3,neutral,0.5
359,1,359,393633121,HFLevo,1.3,neutral,nan
359,1,359,393633121,LevoParadoxIsomer,0.0,neutral,0.5
360,1,360,991070115,HFLevo,1.3,neutral,nan
360,1,360,991070115,LevoParadoxIsomer,1.3,neutral,0.5
361,1,361,1695833246,HFLevo,1.3,neutral,nan
361,1,361,1695833246,LevoParadoxIsomer,1.3,neutral,0.5
362,1,362,259218709,HFLevo,1.2,neutral,nan
362,1,362,259218709,LevoParadoxIsomer,1.2,neutral,0.3999999761581421
363,1,363,1252523270,HFLevo,1.2,neutral,nan
363,1,363,1252523270,LevoParadoxIsomer,1.2,neutral,0.19999995827674866
364,1,364,618943155,HFLevo,1.3,neutral,nan
364,1,364,618943155,LevoParadoxIsomer,1.3,neutral,0.5
365,1,365,1149281050,HFLevo,1.3,neutral,nan
365,1,365,1149281050,LevoParadoxIsomer,1.3,neutral,0.5
366,1,366,605383710,HFLevo,1.3,neutral,nan
366,1,366,605383710,LevoParadoxIsomer,1.3,neutral,0.5
367,1,367,1156676417,HFLevo,1.2,neutral,nan
367,1,367,1156676417,LevoParadoxIsomer,1.2,neutral,0.19999995827674866
368,1,368,988215448,HFLevo,1.3,neutral,nan
368,1,368,988215448,LevoParadoxIsomer,1.3,neutral,0.5
369,1,369,1630817173,HFLevo,2.5,neutral,nan
369,1,369,1630817173,LevoParadoxIsomer,2.5,neutral,0.6500000357627869
370,1,370,1326405127,HFLevo,1.3,neutral,nan
370,1,370,1326405127,LevoParadoxIsomer,1.3,neutral,0.5
371,1,371,279363521,HFLevo,1.3,neutral,nan
371,1,371,279363521,LevoParadoxIsomer,0.0,neutral,0.5
372,1,372,673386525,HFLevo,1.3,neutral,nan
372,1,372,673386525,LevoParadoxIsomer,1.3,neutral,0.5
373,1,373,1485190259,HFLevo,0.0,neutral,nan
373,1,373,1485190259,LevoParadoxIsomer,0.0,neutral,0.5
374,1,374,757249346,HFLevo,1.3,neutral,nan
374,1,374,757249346,LevoParadoxIsomer,1.3,neutral,0.5
375,1,375,2139173341,HFLevo,2.5,neutral,nan
375,1,375,2139173341,LevoParadoxIsomer,2.5,neutral,0.7500000596046448
376,1,376,1407830714,HFLevo,1.3,neutral,nan
376,1,376,1407830714,LevoParadoxIsomer,1.3,neutral,0.5
377,1,377,1328293493,HFLevo,1.2,neutral,nan
377,1,377,1328293493,LevoParadoxIsomer,0.0,neutral,0.19999995827674866
378,1,378,1561225140,HFLevo,1.3,neutral,nan
378,1,378,1561225140,LevoParadoxIsomer,1.3,neutral,0.5
379,1,379,2054053838,HFLevo,2.5,neutral,nan
379,1,379,2054053838,LevoParadoxIsomer,2.5,neutral,0.7000000476837158
380,1,380,1538665569,HFLevo,1.2,neutral,nan
380,1,380,1538665569,LevoParadoxIsomer,1.2,neutral,0.3999999761581421
381,1,381,578245576,HFLevo,1.3,neutral,nan
381,1,381,578245576,LevoParadoxIsomer,0.0,neutral,0.5
382,1,382,1001750142,HFLevo,1.3,neutral,nan
382,1,382,1001750142,LevoParadoxIsomer,1.3,neutral,0.5
383,1,383,247349919,HFLevo,1.3,neutral,nan
383,1,383,247349919,LevoParadoxIsomer,0.0,neutral,0.5
384,1,384,1913641746,HFLevo,1.3,neutral,nan
384,1,384,1913641746,LevoParadoxIsomer,0.0,neutral,0.5
385,1,385,191896624,HFLevo,2.5,neutral,nan
385,1,385,191896624,LevoParadoxIsomer,2.5,neutral,0.7500000596046448
386,1,386,358450787,HFLevo,0.0,neutral,nan
386,1,386,358450787,LevoParadoxIsomer,1.3,neutral,0.5
387,1,387,1304006934,HFLevo,0.0,neutral,nan
387,1,387,1304006934,LevoParadoxIsomer,1.3,neutral,0.5
388,1,388,854476003,HFLevo,0.0,neutral,nan
388,1,388,854476003,LevoParadoxIsomer,0.0,neutral,0.5
389,1,389,718810870,HFLevo,1.3,neutral,nan
389,1,389,718810870,LevoParadoxIsomer,1.3,neutral,0.5
390,1,390,2087848673,HFLevo,1.3,neutral,nan
390,1,390,2087848673,LevoParadoxIsomer,1.3,neutral,0.5
391,1,391,565983639,HFLevo,0.0,neutral,nan
391,1,391,565983639,LevoParadoxIsomer,2.5,neutral,0.6500000357627869
392,1,392,406083697,HFLevo,1.3,neutral,nan
392,1,392,406083697,LevoParadoxIsomer,0.0,neutral,0.5
393,1,393,1812367355,HFLevo,1.3,neutral,nan
393,1,393,1812367355,LevoParadoxIsomer,0.0,neutral,0.5
394,1,394,1054994518,HFLevo,0.0,neutral,nan
394,1,394,1054994518,LevoParadoxIsomer,1.3,neutral,0.5
395,1,395,235136936,HFLevo,1.3,neutral,nan
395,1,395,235136936,LevoParadoxIsomer,0.0,neutral,0.5
396,1,396,111732250,HFLevo,0.0,neutral,nan
396,1,396,111732250,LevoParadoxIsomer,1.2,neutral,0.3999999761581421
397,1,397,289408596,HFLevo,0.0,neutral,nan
397,1,397,289408596,LevoParadoxIsomer,1.3,neutral,0.5
398,1,398,1197540953,HFLevo,1.3,neutral,nan
398,1,398,1197540953,LevoParadoxIsomer,0.0,neutral,0.5
399,1,399,34196977,HFLevo,0.0,neutral,nan
399,1,399,34196977,LevoParadoxIsomer,1.3,neutral,0.5
400,2,0,2034269964,HFLevo,0.0,neutral,nan
400,2,0,2034269964,LevoParadoxIsomer,0.8,neutral,0.5
401,2,1,912146831,HFLevo,2.0,neutral,nan
401,2,1,912146831,LevoParadoxIsomer,2.0,neutral,0.5
402,2,2,144856919,HFLevo,1.2,neutral,nan
402,2,2,144856919,LevoParadoxIsomer,-3.0,overconfident,0.5
403,2,3,685506823,HFLevo,-3.0,overconfident,nan
403,2,3,685506823,LevoParadoxIsomer,1.2,neutral,0.5
404,2,4,1939181862,HFLevo,0.0,neutral,nan
404,2,4,1939181862,LevoParadoxIsomer,0.0,neutral,0.5
405,2,5,1502803201,HFLevo,-0.8,overcautious,nan
405,2,5,1502803201,LevoParadoxIsomer,-0.8,overcautious,0.5
406,2,6,1504803878,HFLevo,-3.0,overconfident,nan
406,2,6,1504803878,LevoParadoxIsomer,-3.0,overconfident,0.5
407,2,7,67883367,HFLevo,-0.8,overcautious,nan
407,2,7,67883367,LevoParadoxIsomer,-0.8,overcautious,0.5
408,2,8,235174993,HFLevo,0.0,neutral,nan
408,2,8,235174993,LevoParadoxIsomer,0.0,neutral,0.5
409,2,9,1767017071,HFLevo,-0.8,overcautious,nan
409,2,9,1767017071,LevoParadoxIsomer,-0.8,overcautious,0.550000011920929
410,2,10,1195637117,HFLevo,1.2,neutral,nan
410,2,10,1195637117,LevoParadoxIsomer,-3.0,overconfident,0.5
411,2,11,2140388521,HFLevo,0.0,neutral,nan
411,2,11,2140388521,LevoParadoxIsomer,0.8,neutral,0.5
412,2,12,285128217,HFLevo,-3.0,overconfident,nan
412,2,12,285128217,LevoParadoxIsomer,-3.0,overconfident,0.44999998807907104
413,2,13,1297214282,HFLevo,0.8,neutral,nan
413,2,13,1297214282,LevoParadoxIsomer,0.0,neutral,0.5
414,2,14,2128926662,HFLevo,0.8,neutral,nan
414,2,14,2128926662,LevoParadoxIsomer,0.8,neutral,0.5
415,2,15,1227615478,HFLevo,0.8,neutral,nan
415,2,15,1227615478,LevoParadoxIsomer,0.0,neutral,0.5
416,2,16,562820587,HFLevo,0.0,neutral,nan
416,2,16,562820587,LevoParadoxIsomer,1.2,neutral,0.44999998807907104
417,2,17,1938965903,HFLevo,0.0,neutral,nan
417,2,17,1938965903,LevoParadoxIsomer,0.0,neutral,0.550000011920929
418,2,18,1938899583,HFLevo,0.0,neutral,nan
418,2,18,1938899583,LevoParadoxIsomer,0.0,neutral,0.5
419,2,19,146416322,HFLevo,2.0,neutral,nan
419,2,19,146416322,LevoParadoxIsomer,0.0,neutral,0.550000011920929
420,2,20,2034761172,HFLevo,0.8,neutral,nan
420,2,20,2034761172,LevoParadoxIsomer,0.0,neutral,0.5
421,2,21,1531184118,HFLevo,0.0,neutral,nan
421,2,21,1531184118,LevoParadoxIsomer,0.0,neutral,0.5
422,2,22,1624823478,HFLevo,1.2,neutral,nan
422,2,22,1624823478,LevoParadoxIsomer,1.2,neutral,0.3999999761581421
423,2,23,1973982599,HFLevo,-0.8,overcautious,nan
423,2,23,1973982599,LevoParadoxIsomer,2.0,neutral,0.550000011920929
424,2,24,1433121745,HFLevo,0.8,neutral,nan
424,2,24,1433121745,LevoParadoxIsomer,0.8,neutral,0.5
425,2,25,269942302,HFLevo,0.0,neutral,nan
425,2,25,269942302,LevoParadoxIsomer,2.0,neutral,0.550000011920929
426,2,26,662577618,HFLevo,1.2,neutral,nan
426,2,26,662577618,LevoParadoxIsomer,-3.0,overconfident,0.44999998807907104
427,2,27,1680792863,HFLevo,0.0,neutral,nan
427,2,27,1680792863,LevoParadoxIsomer,1.2,neutral,0.3999999761581421
428,2,28,608196857,HFLevo,0.0,neutral,nan
428,2,28,608196857,LevoParadoxIsomer,0.8,neutral,0.5
429,2,29,750797946,HFLevo,0.8,neutral,nan
429,2,29,750797946,LevoParadoxIsomer,0.8,neutral,0.5
430,2,30,1703067462,HFLevo,0.8,neutral,nan
430,2,30,1703067462,LevoParadoxIsomer,0.0,neutral,0.5
431,2,31,354277540,HFLevo,0.0,neutral,nan
431,2,31,354277540,LevoParadoxIsomer,-0.8,overcautious,0.6000000238418579
432,2,32,516686757,HFLevo,0.0,neutral,nan
432,2,32,516686757,LevoParadoxIsomer,0.0,neutral,0.5
433,2,33,145581260,HFLevo,0.8,neutral,nan
433,2,33,145581260,LevoParadoxIsomer,0.8,neutral,0.5
434,2,34,1801241574,HFLevo,2.0,neutral,nan
434,2,34,1801241574,LevoParadoxIsomer,-0.8,overcautious,0.550000011920929
435,2,35,2100309440,HFLevo,2.0,neutral,nan
435,2,35,2100309440,LevoParadoxIsomer,-0.8,overcautious,0.6000000238418579
436,2,36,1637824222,HFLevo,0.8,neutral,nan
